nzz;ta;blick;20min;baz;az;bund;luz;südost;weltwoche;woz;watson
143694099006529_1289396191102975;;;;;;;;;;;
143694099006529_1289395951102999;;;;;;;;;;;
143694099006529_1289332861109308;;;;;;;;;;;
143694099006529_1289243884451539;;;;;;;;;;;
143694099006529_1289221284453799;;;;;;;;;;;
143694099006529_1289170764458851;;;;;;;;;;;
143694099006529_1289145134461414;;;;;;;;;;;
143694099006529_1289017957807465;;;;;;;;;;;
143694099006529_1288683847840876;;;;;;;;;;;
143694099006529_1289063667802894;;;;;;;;;;;
143694099006529_1289055697803691;;;;;;;;;;;
143694099006529_1288986014477326;;;;;;;;;;;
143694099006529_1288993091143285;;;;;;;;;;;
143694099006529_1288967914479136;;;;;;;;;;;
143694099006529_1288943147814946;;;;;;;;;;;
143694099006529_1288869544488973;;;;;;;;;;;
143694099006529_1288887891153805;;;;;;;;;;;
143694099006529_1288864371156157;;;;;;;;;;;
143694099006529_1288844631158131;;;;;;;;;;;
143694099006529_1288827704493157;;;;;;;;;;;
143694099006529_1288808714495056;;;;;;;;;;;
143694099006529_1288666784509249;;;;;;;;;;;
143694099006529_1288710097838251;;;;;;;;;;;
143694099006529_1288686497840611;;;;;;;;;;;
143694099006529_1288669537842307;;;;;;;;;;;
143694099006529_1288663454509582;;;;;;;;;;;
143694099006529_1288658627843398;;;;;;;;;;;
143694099006529_1288629637846297;;;;;;;;;;;
143694099006529_1288581397851121;;;;;;;;;;;
143694099006529_1288545474521380;;;;;;;;;;;
143694099006529_1288544371188157;;;;;;;;;;;
143694099006529_1288523844523543;;;;;;;;;;;
143694099006529_1288489354526992;;;;;;;;;;;
143694099006529_1288118534564074;;;;;;;;;;;
143694099006529_1288086847900576;;;;;;;;;;;
143694099006529_1287947157914545;;;;;;;;;;;
143694099006529_1287859814589946;;;;;;;;;;;
143694099006529_1287801597929101;;;;;;;;;;;
143694099006529_1287166127992648;;;;;;;;;;;
143694099006529_1287730397936221;;;;;;;;;;;
143694099006529_1287646277944633;;;;;;;;;;;
143694099006529_1287632411279353;;;;;;;;;;;
143694099006529_1287559247953336;;;;;;;;;;;
143694099006529_1287550731287521;;;;;;;;;;;
143694099006529_1287540171288577;;;;;;;;;;;
143694099006529_1287539807955280;;;;;;;;;;;
143694099006529_1287528067956454;;;;;;;;;;;
143694099006529_1287289624646965;;;;;;;;;;;
143694099006529_1287263024649625;;;;;;;;;;;
143694099006529_1287217987987462;;;;;;;;;;;
143694099006529_1287189357990325;;;;;;;;;;;
143694099006529_1287142487995012;;;;;;;;;;;
143694099006529_1287133931329201;;;;;;;;;;;
143694099006529_1287119391330655;;;;;;;;;;;
143694099006529_1286977671344827;;;;;;;;;;;
143694099006529_1286906318018629;;;;;;;;;;;
143694099006529_1286844148024846;;;;;;;;;;;
143694099006529_1286822821360312;;;;;;;;;;;
143694099006529_1286771411365453;;;;;;;;;;;
143694099006529_1286722631370331;;;;;;;;;;;
143694099006529_1286675878041673;;;;;;;;;;;
143694099006529_1286602638048997;;;;;;;;;;;
143694099006529_1286570371385557;;;;;;;;;;;
143694099006529_1286506654725262;;;;;;;;;;;
143694099006529_1286467841395810;;;;;;;;;;;
143694099006529_1286443251398269;;;;;;;;;;;
143694099006529_1286440308065230;;;;;;;;;;;
143694099006529_1286389431403651;;;;;;;;;;;
143694099006529_1286363074739620;;;;;;;;;;;
143694099006529_1286341378075123;;;;;;;;;;;
143694099006529_1286326878076573;;;;;;;;;;;
143694099006529_1286322728076988;;;;;;;;;;;
143694099006529_1286301741412420;;;;;;;;;;;
143694099006529_1286186714757256;;;;;;;;;;;
143694099006529_1286252411417353;;;;;;;;;;;
143694099006529_1286250054750922;;;;;;;;;;;
143694099006529_1286234904752437;;;;;;;;;;;
143694099006529_1286210441421550;;;;;;;;;;;
143694099006529_1286194811423113;;;;;;;;;;;
143694099006529_1286186231423971;;;;;;;;;;;
143694099006529_1286128828096378;;;;;;;;;;;
143694099006529_1286131201429474;;;;;;;;;;;
143694099006529_1286110148098246;;;;;;;;;;;
143694099006529_1286108381431756;;;;;;;;;;;
143694099006529_1286103968098864;;;;;;;;;;;
143694099006529_1285803628128898;;;;;;;;;;;
143694099006529_1285701714805756;;;;;;;;;;;
143694099006529_1285647421477852;;;;;;;;;;;
143694099006529_1285563571486237;;;;;;;;;;;
143694099006529_1285563224819605;;;;;;;;;;;
143694099006529_1285549478154313;;;;;;;;;;;
143694099006529_1285366501505944;;;;;;;;;;;
143694099006529_1285452444830683;;;;;;;;;;;
143694099006529_1285480011494593;;;;;;;;;;;
143694099006529_1285471711495423;;;;;;;;;;;
143694099006529_1285378128171448;;;;;;;;;;;
143694099006529_1285406688168592;;;;;;;;;;;
143694099006529_1285409854834942;;;;;;;;;;;
143694099006529_1285362978172963;;;;;;;;;;;
143694099006529_1285343784841549;;;;;;;;;;;
143694099006529_1285322424843685;;;;;;;;;;;
143694099006529_1285273334848594;;;;;;;;;;;
143694099006529_1285163931526201;;;;;;;;;;;
143694099006529_1285232848185976;;;;;;;;;;;
143694099006529_1285231181519476;;;;;;;;;;;
143694099006529_1285228708186390;;;;;;;;;;;
143694099006529_1285214981521096;;;;;;;;;;;
143694099006529_1285203998188861;;;;;;;;;;;
143694099006529_1285170884858839;;;;;;;;;;;
143694099006529_1285165314859396;;;;;;;;;;;
143694099006529_1285164838192777;;;;;;;;;;;
143694099006529_1285163764859551;;;;;;;;;;;
143694099006529_1285147674861160;;;;;;;;;;;
143694099006529_1285140494861878;;;;;;;;;;;
143694099006529_1285077984868129;;;;;;;;;;;
143694099006529_1285070681535526;;;;;;;;;;;
143694099006529_1285041304871797;;;;;;;;;;;
143694099006529_1285035194872408;;;;;;;;;;;
143694099006529_1285034818205779;;;;;;;;;;;
143694099006529_1285015104874417;;;;;;;;;;;
143694099006529_1285010494874878;;;;;;;;;;;
143694099006529_1285008951541699;;;;;;;;;;;
143694099006529_1284956294880298;;;;;;;;;;;
143694099006529_1284647131577881;;;;;;;;;;;
143694099006529_1284420678267193;;;;;;;;;;;
143694099006529_1284481754927752;;;;;;;;;;;
143694099006529_1284474154928512;;;;;;;;;;;
143694099006529_1284442894931638;;;;;;;;;;;
143694099006529_1284338474942080;;;;;;;;;;;
143694099006529_1284315734944354;;;;;;;;;;;
143694099006529_1284398491602745;;;;;;;;;;;
143694099006529_1284232528286008;;;;;;;;;;;
143694099006529_1284190854956842;;;;;;;;;;;
143694099006529_1284344884941439;;;;;;;;;;;
143694099006529_1284268004949127;;;;;;;;;;;
143694099006529_1284237908285470;;;;;;;;;;;
143694099006529_1284217098287551;;;;;;;;;;;
143694099006529_1284212654954662;;;;;;;;;;;
143694099006529_1284197391622855;;;;;;;;;;;
143694099006529_1282280305147897;;;;;;;;;;;
143694099006529_1284173308291930;;;;;;;;;;;
143694099006529_1284160144959913;;;;;;;;;;;
143694099006529_1284149878294273;;;;;;;;;;;
143694099006529_1282279955147932;;;;;;;;;;;
143694099006529_1284103521632242;;;;;;;;;;;
143694099006529_1284084501634144;;;;;;;;;;;
143694099006529_1283350315040896;;;;;;;;;;;
143694099006529_1283524325023495;;;;;;;;;;;
143694099006529_1283454408363820;;;;;;;;;;;
143694099006529_1283374668371794;;;;;;;;;;;
143694099006529_1283461975029730;;;;;;;;;;;
143694099006529_1283371585038769;;;;;;;;;;;
143694099006529_1283364758372785;;;;;;;;;;;
143694099006529_1283407165035211;;;;;;;;;;;
143694099006529_1283247011717893;;;;;;;;;;;
143694099006529_1283391358370125;;;;;;;;;;;
143694099006529_1283281071714487;;;;;;;;;;;
143694099006529_1283337315042196;;;;;;;;;;;
143694099006529_1283173755058552;;;;;;;;;;;
143694099006529_1283256918383569;;;;;;;;;;;
143694099006529_1283245245051403;;;;;;;;;;;
143694099006529_1283157551726839;;;;;;;;;;;
143694099006529_1283104008398860;;;;;;;;;;;
143694099006529_1283099225066005;;;;;;;;;;;
143694099006529_1283116105064317;;;;;;;;;;;
143694099006529_1283092531733341;;;;;;;;;;;
143694099006529_1282279218481339;;;;;;;;;;;
143694099006529_1283046251737969;;;;;;;;;;;
143694099006529_1283008861741708;;;;;;;;;;;
143694099006529_1282276851814909;;;;;;;;;;;
143694099006529_1282670048442256;;;;;;;;;;;
143694099006529_1282357958473465;;;;;;;;;;;
143694099006529_1282474658461795;;;;;;;;;;;
143694099006529_1282277155148212;;;;;;;;;;;
143694099006529_1282348921807702;;;;;;;;;;;
143694099006529_1282386835137244;;;;;;;;;;;
143694099006529_1282347341807860;;;;;;;;;;;
143694099006529_1282325151810079;;;;;;;;;;;
143694099006529_1282314251811169;;;;;;;;;;;
143694099006529_1282277241814870;;;;;;;;;;;
143694099006529_1282268125149115;;;;;;;;;;;
143694099006529_1282196971822897;;;;;;;;;;;
143694099006529_1282195811823013;;;;;;;;;;;
143694099006529_1282199301822664;;;;;;;;;;;
143694099006529_1282193391823255;;;;;;;;;;;
143694099006529_1282146195161308;;;;;;;;;;;
143694099006529_1282125825163345;;;;;;;;;;;
143694099006529_1282120178497243;;;;;;;;;;;
143694099006529_1282114995164428;;;;;;;;;;;
143694099006529_1282104825165445;;;;;;;;;;;
143694099006529_1282070941835500;;;;;;;;;;;
143694099006529_1282052028504058;;;;;;;;;;;
143694099006529_1282041728505088;;;;;;;;;;;
143694099006529_1282031115172816;;;;;;;;;;;
143694099006529_1282030681839526;;;;;;;;;;;
143694099006529_1282001868509074;;;;;;;;;;;
143694099006529_1281920448517216;;;;;;;;;;;
143694099006529_1281885865187341;;;;;;;;;;;
143694099006529_1281816091860985;;;;;;;;;;;
143694099006529_1281726431869951;;;;;;;;;;;
143694099006529_1281686445207283;;;;;;;;;;;
143694099006529_1281614638547797;;;;;;;;;;;
143694099006529_1281579855217942;;;;;;;;;;;
143694099006529_1281539741888620;;;;;;;;;;;
143694099006529_1281507681891826;;;;;;;;;;;
143694099006529_1281464558562805;;;;;;;;;;;
143694099006529_1281344201908174;;;;;;;;;;;
143694099006529_1281421115233816;;;;;;;;;;;
143694099006529_1281343848574876;;;;;;;;;;;
143694099006529_1281362785239649;;;;;;;;;;;
143694099006529_1281225435253384;;;;;;;;;;;
143694099006529_1281317948577466;;;;;;;;;;;
143694099006529_1281289235247004;;;;;;;;;;;
143694099006529_1274601875915740;;;;;;;;;;;
143694099006529_1281267395249188;;;;;;;;;;;
143694099006529_1281196965256231;;;;;;;;;;;
143694099006529_1281198615256066;;;;;;;;;;;
143694099006529_1281194975256430;;;;;;;;;;;
143694099006529_1281178045258123;;;;;;;;;;;
143694099006529_1281154031927191;;;;;;;;;;;
143694099006529_1281107885265139;;;;;;;;;;;
143694099006529_1281100645265863;;;;;;;;;;;
143694099006529_1281098911932703;;;;;;;;;;;
143694099006529_1281086841933910;;;;;;;;;;;
143694099006529_1281082221934372;;;;;;;;;;;
143694099006529_1281067501935844;;;;;;;;;;;
143694099006529_1281040591938535;;;;;;;;;;;
143694099006529_1280948981947696;;;;;;;;;;;
143694099006529_1280891131953481;;;;;;;;;;;
143694099006529_1280807468628514;;;;;;;;;;;
143694099006529_1280698498639411;;;;;;;;;;;
143694099006529_1280656165310311;;;;;;;;;;;
143694099006529_1280534928655768;;;;;;;;;;;
143694099006529_1280589791983615;;;;;;;;;;;
143694099006529_1280466708662590;;;;;;;;;;;
143694099006529_1280481685327759;;;;;;;;;;;
143694099006529_1280501431992451;;;;;;;;;;;
143694099006529_1280466385329289;;;;;;;;;;;
143694099006529_1280313722011222;;;;;;;;;;;
143694099006529_1280427938666467;;;;;;;;;;;
143694099006529_1280150465360881;;;;;;;;;;;
143694099006529_1280414302001164;;;;;;;;;;;
143694099006529_1280388785337049;;;;;;;;;;;
143694099006529_1280376838671577;;;;;;;;;;;
143694099006529_1280372095338718;;;;;;;;;;;
143694099006529_1280361995339728;;;;;;;;;;;
143694099006529_1280188512023743;;;;;;;;;;;
143694099006529_1280323758676885;;;;;;;;;;;
143694099006529_1280318605344067;;;;;;;;;;;
143694099006529_1280285978680663;;;;;;;;;;;
143694099006529_1280146995361228;;;;;;;;;;;
143694099006529_1280160402026554;;;;;;;;;;;
143694099006529_1280167812025813;;;;;;;;;;;
143694099006529_1280194178689843;;;;;;;;;;;
143694099006529_1280157672026827;;;;;;;;;;;
143694099006529_1280176438691617;;;;;;;;;;;
143694099006529_1280162735359654;;;;;;;;;;;
143694099006529_1280144035361524;;;;;;;;;;;
143694099006529_1280127122029882;;;;;;;;;;;
143694099006529_1280073358701925;;;;;;;;;;;
143694099006529_1280089475366980;;;;;;;;;;;
143694099006529_1280067892035805;;;;;;;;;;;
143694099006529_1280019302040664;;;;;;;;;;;
143694099006529_1280018932040701;;;;;;;;;;;
143694099006529_1279309168778344;;;;;;;;;;;
143694099006529_1279309775444950;;;;;;;;;;;
143694099006529_1279270058782255;;;;;;;;;;;
143694099006529_1279274512115143;;;;;;;;;;;
143694099006529_1279246945451233;;;;;;;;;;;
143694099006529_1279470365428891;;;;;;;;;;;
143694099006529_1279283592114235;;;;;;;;;;;
143694099006529_1279084992134095;;;;;;;;;;;
143694099006529_1279279808781280;;;;;;;;;;;
143694099006529_1278992318810029;;;;;;;;;;;
143694099006529_1279273125448615;;;;;;;;;;;
143694099006529_1279260458783215;;;;;;;;;;;
143694099006529_1279188695457058;;;;;;;;;;;
143694099006529_1278188352223759;;;;;;;;;;;
143694099006529_1279156502126944;;;;;;;;;;;
143694099006529_1279058488803412;;;;;;;;;;;
143694099006529_1279054555470472;;;;;;;;;;;
143694099006529_1279001702142424;;;;;;;;;;;
143694099006529_1278981388811122;;;;;;;;;;;
143694099006529_1278971768812084;;;;;;;;;;;
143694099006529_1278894468819814;;;;;;;;;;;
143694099006529_1278891552153439;;;;;;;;;;;
143694099006529_1278889492153645;;;;;;;;;;;
143694099006529_1278244812218113;;;;;;;;;;;
143694099006529_1278354785540449;;;;;;;;;;;
143694099006529_1278228228886438;;;;;;;;;;;
143694099006529_1277934085582519;;;;;;;;;;;
143694099006529_1278159505559977;;;;;;;;;;;
143694099006529_1278257508883510;;;;;;;;;;;
143694099006529_1278184422224152;;;;;;;;;;;
143694099006529_1278176168891644;;;;;;;;;;;
143694099006529_1278175668891694;;;;;;;;;;;
143694099006529_1278158348893426;;;;;;;;;;;
143694099006529_1278122922230302;;;;;;;;;;;
143694099006529_1278105295565398;;;;;;;;;;;
143694099006529_1277954782247116;;;;;;;;;;;
143694099006529_1278049688904292;;;;;;;;;;;
143694099006529_1277982895577638;;;;;;;;;;;
143694099006529_1277997858909475;;;;;;;;;;;
143694099006529_1277986262243968;;;;;;;;;;;
143694099006529_1277985105577417;;;;;;;;;;;
143694099006529_1277963992246195;;;;;;;;;;;
143694099006529_1277955322247062;;;;;;;;;;;
143694099006529_1277939188915342;;;;;;;;;;;
143694099006529_1277901788919082;;;;;;;;;;;
143694099006529_1277887345587193;;;;;;;;;;;
143694099006529_1277922952250299;;;;;;;;;;;
143694099006529_1277902455585682;;;;;;;;;;;
143694099006529_1277892522253342;;;;;;;;;;;
143694099006529_1277889695586958;;;;;;;;;;;
143694099006529_1277849628924298;;;;;;;;;;;
143694099006529_1277847932257801;;;;;;;;;;;
143694099006529_1277084062334188;;;;;;;;;;;
143694099006529_1277304115645516;;;;;;;;;;;
143694099006529_1277204495655478;;;;;;;;;;;
143694099006529_1277189535656974;;;;;;;;;;;
143694099006529_1277153665660561;;;;;;;;;;;
143694099006529_1277164228992838;;;;;;;;;;;
143694099006529_1274747595901168;;;;;;;;;;;
143694099006529_1277116478997613;;;;;;;;;;;
143694099006529_1277060819003179;;;;;;;;;;;
143694099006529_1277073909001870;;;;;;;;;;;
143694099006529_1277044849004776;;;;;;;;;;;
143694099006529_1277020979007163;;;;;;;;;;;
143694099006529_1276952482347346;;;;;;;;;;;
143694099006529_1276998182342776;;;;;;;;;;;
143694099006529_1276929642349630;;;;;;;;;;;
143694099006529_1276905515685376;;;;;;;;;;;
143694099006529_1274504922592102;;;;;;;;;;;
143694099006529_1276871222355472;;;;;;;;;;;
